"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM","# of Units","Change Date"
"","3","WS18274139MR","469","INC","S","901  E 4th ST ","POMONA","","2.00 (0 0 0 0)","1,192","$351.51","$419,000","$400,000","","5,440","1953","147","2","07/31/2019"
"","9","WS18282073MR","1543","INC","S","425  W Sunkist ST ","ONTARIO","","3.00 (0 0 0 0)","2,250","$299.02","$672,800","$645,000","$0.00","5,390","2016","2","3","01/15/2019"
"","10","WS19050109MR","1543","INC","S","1227  S San Antonio AVE ","ONTARIO","","3.00 (0 0 0 0)","2,320","$234.91","$545,000","$475,000","$0.00","7,550","1947","91","2","07/18/2019"
"","5","WS19108725MR","469","INC","S","622  S Hamilton BLVD ","POMONA","","3.00 (0 0 0 0)","1,976","$227.73","$450,000","$410,000","","6,516","1949","129","2","11/08/2019"
"","10","WS19155187MR","469","INC","S","264   Lincoln AVE ","POMONA","","4.00 (0 0 0 0)","2,368","$380.07","$900,000","$875,000","","8,151","1949","51","4","10/02/2019"
"","10","WS19184515MR","469","INC","S","763   Ivory LN ","POMONA","","6.00 (0 0 0 0)","3,756","$210.06","$789,000","$750,000","$0.00","8,817","1964","60","3","11/15/2019"
"","5","WS19235910MR","469","INC","S","2441   Chanslor ST #A-D","POMONA","","5.00 (0 0 0 0)","3,818","$204.30","$780,000","$780,000","$0.00","7,220","1963","102","4","02/19/2020"
"","14","WS19258878MR","469","INC","S","662  N Gordon ST ","POMONA","","4.00 (0 0 0 0)","3,824","$245.29","$938,000","$980,000","","8,740","1983","3","4","12/12/2019"
"","10","WS19268241MR","1455","INC","S","4572   Canoga ST ","MONTCLAIR","","4.00 (0 0 0 0)","3,424","$233.50","$799,500","$800,000","","7,200","1963","12","4","01/18/2020"
"","16","WS20027686MR","1455","INC","S","5161   ORCHARD ST ","MONTCLAIR","","4.00 (0 0 0 0)","2,206","$317.27","$699,900","$685,000","$0.00","17,400","1920","32","2","03/26/2020"
"","4","WS20083099MR","469","INC","S","2436   Angela ST ","POMONA","","7.00 (0 0 0 0)","3,970","$219.12","$869,900","$800,000","$0.00","7,207","1964","111","4","10/10/2020"
"","8","WS20150688MR","1543","INC","S","326  N Begonia AVE ","ONTARIO","","8.00 (0 0 0 0)","4,464","$196.91","$879,000","$879,000","$0.00","7,995","1964","5","4","08/18/2020"
"","4","WS20221210MR","469","INC","S","2436   Angela ST ","POMONA","","7.00 (0 0 0 0)","3,970","$216.60","$859,900","$859,900","","7,207","1964","100","4","02/26/2021"
"","6","WS20221374MR","469","INC","S","424   Anderwood CT ","POMONA","","13.00 (0 0 0 0)","10,514","$228.17","$2,399,000","$2,399,000","$0.00","15,800","1960","12","11","12/29/2020"
"","7","WS20247106MR","469","INC","S","1327  E Kingsley AVE ","POMONA","","2.00 (0 0 0 0)","1,568","$350.77","$550,000","$550,000","$0.00","7,830","1953","52","2","04/30/2021"
"","38","WS21000651MR","469","INC","S","1065  E 8th ST ","POMONA","4","2.00 (0 0 0 0)","1,915","$281.98","$540,000","$545,000","$0.00","7,647","1927","4","2","02/15/2021"
