"Open Houses","Photo","MLS","AR","Type","S","Address","City","BR","Baths(FTHQ)","SqFt","LP $/SqFt","LP","SP","HOD","Lot Sz","YB","DOM","# of Units","Change Date"
"","15","CV23143858MR","1640","INC","S","1131  E Citrus AVE ","REDLANDS","8","8.00 (0 0 0 0)","4,224","$236.27","$998,000","$1,242,500","","11,000","1964","4","4","09/08/2023"
"","35","OC23143480MR","1382","INC","S","11222   Exeter ST ","LOMA LINDA","4","2.00 (0 0 0 0)","1,992","$363.96","$725,000","$725,000","$0.00","7,271","1963","20","2","09/26/2023"
"","37","CV23164364MR","1382","INC","S","24399   University AVE ","LOMA LINDA","4","2.00 (0 0 0 0)","1,777","$393.87","$699,900","$695,000","$0.00","9,780","1956","7","2","10/05/2023"
"","1","TR23153088MR","1666","INC","S","1214   Hardt ST ","SAN BERNARDINO","5","3.00 (3 0 0 0)","1,271","$313.93","$399,000","$400,000","$0.00","8,100","1955","11","","11/09/2023"
"","10","OC23199017MR","1640","INC","S","1126   Cero CT ","REDLANDS","8","8.00 (0 0 0 0)","4,224","$283.85","$1,199,000","$1,252,500","$0.00","8,800","1964","10","4","12/29/2023"
"","7","PW23176180MR","1640","INC","S","1218   Oxford DR ","REDLANDS","9","7.00 (0 0 0 0)","4,006","$295.81","$1,185,000","$1,100,000","$475.00","12,000","1985","65","4","01/20/2024"
"","14","EV23223569MR","1382","INC","S","10404   Mountain View AVE ","LOMA LINDA","3","1.00 (0 0 0 0)","1,081","$346.90","$375,000","$350,000","$0.00","8,280","1951","38","1","02/06/2024"
"","41","EV23186091MR","1431","INC","S","2139   Nice AVE ","MENTONE","3","2.00 (0 0 0 0)","2,705","$469.50","$1,270,000","$1,025,000","$0.00","89,323","1940","77","4","04/03/2024"
"","13","EV24017468MR","1382","INC","S","25824   Chula Vista ST ","LOMA LINDA","4","2.00 (2 0 0 0)","1,552","$450.39","$699,000","$752,000","$0.00","7,200","1952","24","","04/19/2024"
"","3","EV24040236MR","1382","INC","S","24461   University AVE ","LOMA LINDA","4","3.00 (0 0 0 0)","2,130","$365.49","$778,500","$790,000","$0.00","10,500","1951","8","3","04/26/2024"
"","9","WS24050473MR","1640","INC","S","1250   Tribune ST ","REDLANDS","9","7.00 (0 0 0 0)","4,006","$287.07","$1,150,000","$1,150,000","","12,390","1981","6","4","05/03/2024"
"","31","EV23189487MR","1382","INC","S","11274   San Juan ST ","LOMA LINDA","2","3.00 (0 0 0 0)","1,550","$500","$775,000","$740,000","$0.00","7,625","1930","174","3","05/03/2024"
"","16","EV24072831MR","1640","INC","S","1128  W Palm AVE ","REDLANDS","3","11.00 (0 0 0 0)","8,709","$172.24","$1,500,000","$1,250,000","","19,565","1930","9","17","06/11/2024"
"","29","EV24082168MR","1640","INC","S","1555   Orange AVE #1202","REDLANDS","3","3.00 (0 0 0 0)","1,314","$361.49","$475,000","$475,000","$275.00","1,550","2005","0","1","06/13/2024"
"","19","OC24082888MR","1640","INC","S","30  N Ash ST ","REDLANDS","10","9.00 (0 0 0 0)","17,205","$261.55","$4,500,000","$4,200,000","","22,260","1964","32","20","06/28/2024"
"","31","CV24083914MR","1640","INC","S","308  S Buena Vista ST ","REDLANDS","5","4.00 (0 0 0 0)","2,704","$332.84","$900,000","$905,000","","11,920","1898","10","3","06/28/2024"
"","40","OC24026474MR","1640","INC","S","319 319.5 W Colton AVE #319-321","REDLANDS","3","2.00 (0 0 0 0)","1,072","$629.66","$675,000","$680,000","$0.00","3,600","1927","161","2","08/21/2024"
"","22","OC24114218MR","1666","INC","S","1468   Sepulveda AVE ","SAN BERNARDINO","8","4.00 (0 0 0 0)","3,920","$280.36","$1,099,000","$935,000","$0.00","7,750","1956","32","4","08/22/2024"
"","13","WS24095714MR","1640","INC","S","521   Courier AVE ","REDLANDS","9","7.00 (0 0 0 0)","4,006","$287.07","$1,150,000","$1,150,000","","12,111","1985","61","4","08/28/2024"
"","7","219114702DA","1666","INC","S","1195  E Davidson ST ","San Bernardino","4","6.00 (4 0 2 0)","1,964","$292.77","$575,000","$535,000","","7,300","1960","8","2","09/12/2024"
"","6","IV24168940MR","1431","INC","S","1337   Malachite AVE ","MENTONE","2","1.00 (0 0 0 0)","1,856","$290.95","$540,000","$540,000","$0.00","7,085","1950","8","2","09/17/2024"
"","58","SR24083500MR","1640","INC","S","168  E Highland AVE ","REDLANDS","4","2.00 (2 0 0 0)","1,818","$379.54","$690,000","$643,196","$0.00","15,000","1950","44","","09/18/2024"
"","34","IG24155271MR","1640","INC","S","660   Crystal Springs LN ","REDLANDS","4","3.00 (0 0 0 0)","3,026","$236.29","$714,999","$712,000","$80.00","6,486","2005","28","1","09/25/2024"
"","46","OC24127604MR","1382","INC","S","10982   Rincon ST ","LOMA LINDA","8","4.00 (0 0 0 0)","3,448","$333.53","$1,150,000","$1,135,000","$0.00","8,925","1977","66","4","10/07/2024"
"","46","OC24129825MR","1382","INC","S","10982   Rincon ST ","LOMA LINDA","8","4.00 (4 0 0 0)","3,448","$333.53","$1,150,000","$1,135,000","$0.00","8,925","1977","66","","10/07/2024"
"","5","P1-18192PF","1640","INC","S","79   Price ST ","REDLANDS","8","7.00 (0 0 0 0)","3,910","$277.49","$1,085,000","$1,088,000","$1,875.00","16,555","1982","27","4","10/10/2024"
"","7","SB24070376MR","1640","INC","S","1367   Milburn AVE ","REDLANDS","8","8.00 (0 0 0 0)","3,838","$280.09","$1,075,000","$954,250","$1,875.00","10,010","1979","89","4","10/11/2024"
"","1","IG24190346MR","1640","INC","S","1140   Oxford DR ","REDLANDS","9","7.00 (0 0 0 0)","4,006","$234.65","$940,000","$940,000","$684.00","12,000","1985","1","4","10/11/2024"
"","3","DW24177915MR","1640","INC","S","1208   Post ST ","REDLANDS","9","7.00 (0 0 0 0)","4,006","$297.05","$1,190,000","$1,190,000","$689.00","12,001","1981","24","4","11/07/2024"
"","42","24-421163","1382","INC","S","11336   San Juan St ","Loma Linda","0","0.00 (0 0 0 0)","1,708","$453.75","$775,000","$710,250","","8,888","1957","35","2","11/07/2024"
"","29","OC24058476MR","1640","INC","S","102   Parkwood DR ","REDLANDS","6","7.00 (0 0 0 0)","3,936","$412.86","$1,625,000","$1,625,000","$0.00","8,000","1940","28","7","11/27/2024"
"","43","IV24186697MR","1640","INC","S","960   Chesnut AVE ","REDLANDS","6","3.00 (0 0 0 0)","1,883","$461.76","$869,500","$869,500","$0.00","7,200","1926","9","3","12/10/2024"
"","43","IV24187704MR","1640","INC","S","960   Chestnut AVE ","REDLANDS","6","3.00 (3 0 0 0)","1,883","$461.76","$869,500","$869,500","$0.00","7,200","1926","9","3","12/10/2024"
"","19","IG24226080MR","1666","INC","S","1572  E Davidson ST ","SAN BERNARDINO","4","4.00 (0 0 0 0)","2,146","$256.29","$550,000","$530,000","$0.00","7,525","1978","14","2","12/20/2024"
"","11","IG24226761MR","1666","INC","S","1582  E Davidson ST ","SAN BERNARDINO","4","2.00 (0 0 0 0)","1,600","$328.13","$525,000","$510,000","$0.00","9,275","1968","14","2","12/20/2024"
"","5","IV24202688MR","1431","INC","S","1780   Mentone BLVD ","MENTONE","3","3.00 (0 0 0 0)","1,200","$458.33","$550,000","$550,000","","7,325","1935","90","3","02/26/2025"
"","37","AR25013283MR","1382","INC","S","11278   San Lucas DR ","LOMA LINDA","3","2.00 (0 0 0 0)","2,700","$259.24","$699,950","$767,000","","6,720","1978","22","2","03/28/2025"
"","17","IV24234747MR","1640","INC","S","1012   6th ST ","REDLANDS","3","3.00 (0 0 0 0)","1,546","$387.45","$599,000","$595,000","$0.00","6,370","1901","107","2","04/06/2025"
"","34","DW25013746MR","1640","INC","S","421  W Sun AVE ","REDLANDS","4","3.00 (0 0 0 0)","2,650","$292.45","$775,000","$715,000","","6,731","1901","57","2","04/25/2025"
"","17","OC25006413MR","1431","INC","S","1744   Capri AVE ","MENTONE","8","4.00 (0 0 0 0)","3,720","$220.43","$820,000","$820,000","","9,520","1979","77","2","05/02/2025"
"","1","TR24236296MR","1382","INC","S","11170 11174  Richmont RD ","LOMA LINDA","6","5.00 (0 0 0 0)","3,527","$376.52","$1,328,000","$1,300,000","$0.00","7,440","1951","141","4","05/12/2025"
"","23","IG24254005MR","1640","INC","S","40  S Center ST ","REDLANDS","4","3.00 (0 0 0 0)","3,090","$388.35","$1,200,000","$600,000","","21,780","1944","87","3","05/23/2025"
"","51","TR25040171MR","1382","INC","S","25461   Cole ST #3","LOMA LINDA","8","5.00 (0 0 0 0)","2,900","$465.52","$1,350,000","$1,259,000","$0.00","9,300","2024","73","3","05/29/2025"
"","24","IV25016543MR","1382","INC","S","11443   Cardiff LN ","LOMA LINDA","2","2.00 (2 0 0 0)","1,248","$424.68","$530,000","$525,000","$0.00","4,130","1984","98","","06/06/2025"
"","55","CV25088667MR","1640","INC","S","1002   Tribune ST ","REDLANDS","7","6.00 (0 0 0 0)","27,592","$217.45","$6,000,000","$4,800,000","","73,572","1964","43","25","06/18/2025"
"","10","IG24200854MR","1640","INC","S","733  E Brockton AVE ","REDLANDS","6","3.00 (0 0 0 0)","2,410","$383.78","$924,900","$900,000","","10,000","1961","232","3","07/14/2025"
"","11","IG25082072MR","1382","INC","S","25368   Cole ST #3","LOMA LINDA","6","3.00 (0 0 0 0)","2,700","$305.56","$825,000","$825,000","$0.00","18,603","1945","44","3","07/24/2025"
"","59","TR24236320MR","1382","INC","S","11176 11180  Richmont RD ","LOMA LINDA","6","5.00 (0 0 0 0)","2,668","$467.77","$1,248,000","$1,230,000","$0.00","7,900","1958","174","3","07/24/2025"
"","4","IV24047605MR","1640","INC","S","214  E High AVE ","REDLANDS","4","2.00 (0 0 0 0)","1,320","$492.42","$650,000","$606,202","$0.00","18,995","1909","41","4","08/14/2025"
"","50","IG25118112MR","1640","INC","S","11460   Terracina Blvd ","REDLANDS","4","3.00 (2 0 0 1)","2,628","$294.90","$775,000","$775,000","$0.00","21,344","1925","32","","08/20/2025"
"","18","IG25178942MR","1640","INC","S","39  N Buena Vista ST ","REDLANDS","3","0.00 (0 0 0 0)","1,732","$389.72","$675,000","$625,000","$0.00","7,440","1925","31","2","09/23/2025"
